,Customer,Service_Repair
249,1563341803639,0
250,1563929980468,0
251,1563345379239,0
252,1563929980468,0
253,1564041227354,0
254,1563996433839,0
255,1563781111820,0
256,1563350877475,0
257,1563996433839,0
258,1564015943940,0
259,1563781111820,0
260,1564041227354,0
261,1563350877475,0
262,1564052370258,0
263,1563350656758,0
264,1564011654921,0
265,1564040602226,0
266,1563350656758,0
267,1564052370258,0
268,1564011654921,0
269,1564044681672,0
270,1564067026536,0
271,1564044949189,0
272,1564044681672,0
273,1564067026536,0
274,1563940982650,0
275,1563347164066,0
276,1563940982650,0
277,1563940982650,0
278,1563940982650,0
279,1563940982650,0
280,1563940982650,0
281,1563940982650,0
282,1330605272045,0
283,1330013879761,0
284,1330013879761,0
285,1330605272045,0
286,1330013879761,0
287,1330605272045,0
288,1563347776074,0
289,1563354016819,0
290,1563979680867,0
291,1563979680867,0
292,1330728747819,0
293,1330011807583,0
294,1330011807583,0
295,1330728747819,0
296,1330728747819,0
297,1330011807583,0
298,1330712148717,0
299,1330734277324,0
300,1330018599725,0
301,1330734277324,0
302,1330018599725,0
303,1330712148717,0
304,1564059700056,0
305,1564049554788,0
306,1563925043055,0
307,1563925043055,0
308,1564049554788,0
309,1564049554788,0
310,1563925043055,0
311,1564059700056,0
312,1564050360345,0
313,1563925043055,0
314,1564049554788,0
315,1564059700056,0
316,1564050360345,0
317,1564049554788,0
318,1564059700056,0
319,1564050360345,0
320,1564049554788,0
321,1330016564870,0
322,1330686818048,0
323,1330016564870,0
324,1330686818048,0
325,1330516166065,0
326,1330686818048,0
327,1330016564870,0
328,1563881996649,0
329,1563914307606,0
330,1563914307606,0
331,1563881996649,0
332,1563881996649,0
333,1563914307606,0
334,1564028094815,0
335,1564008635604,0
336,1564052865431,0
337,1563344660791,0
338,1564028094815,0
339,1564008635604,0
340,1564052865431,0
341,1563344660791,0
342,1330416079274,0
343,1330707957145,0
344,1330416079274,0
345,1564064875863,0
346,1563967427012,0
347,1563881251496,0
348,1563967427012,0
349,1563881251496,0
350,1564064875863,0
351,1330017315984,0
352,1330012552150,0
353,1330017315984,0
354,1330012552150,0
355,1564063736055,0
356,1564042626738,0
357,1564042626738,0
358,1564063736055,0
359,1563944367132,0
360,1564063001377,0
361,1564058324588,0
362,1563946135297,0
363,1563841893819,0
364,1563973300267,0
365,1563350763835,0
366,1563946135297,0
367,1563841893819,0
368,1563973300267,0
369,1563350763835,0
370,1563841893819,0
371,1563946135297,0
372,1563973300267,0
373,1563350763835,0
374,1563344581120,0
375,1563344581120,0
376,1564064725969,0
377,1564066156107,0
378,1564064725969,0
379,1564066156107,0
380,1564064725969,1
381,1564066156107,0
382,1330726280088,0
383,1330698880963,0
384,1330716674140,0
385,1330726280088,0
386,1330716674140,0
387,1330698880963,0
388,1330726280088,0
389,1330716674140,0
390,1330698880963,0
391,1563344581120,0
392,1563344581120,0
393,1424059379750,0
394,1423366983159,0
395,1423948135736,0
396,1424059882387,0
397,1423366061681,0
398,1423366061681,0
399,1423366983159,0
400,1424059379750,0
401,1423948135736,0
402,1424059882387,0
403,1330006869613,0
404,1330015763822,0
405,1330010772150,0
406,1563939509608,0
407,1564038985460,0
408,1563345379239,0
409,1564052838149,0
410,1563819111736,0
411,1564052010843,0
412,1564052010843,0
413,1563939509608,0
414,1563819111736,0
415,1564038985460,0
416,1564000072392,0
417,1564037782547,0
418,1564030018119,0
419,1564005160209,0
420,1563346724352,0
421,1563340871640,0
422,1563929515561,0
423,1563929515561,0
424,1563929515561,0
425,1563349649050,0
426,1563346835528,0
427,1563347234610,0
428,1564035097097,0
429,1330008336008,0
430,1330017539888,0
431,1330014752348,0
432,1330010796046,0
433,1564044136683,0
434,1564044136683,0
435,1564037369731,0
436,1564044136683,0
437,1564037369731,0
438,1563348109593,0
439,1563348102360,0
440,1563931444275,0
441,1563348224104,0
442,1563348777806,0
443,1563986664636,0
444,1564029133184,0
445,1330016016823,0
446,1330656584597,0
447,1330000964187,0
448,1330447115676,0
449,1330569352718,0
450,1330014134960,0
451,1330014447617,0
452,724067094396,0
453,723979642995,0
454,724044788378,0
455,724044788378,0
456,723979642995,0
457,1564068498101,0
458,1563947260444,0
459,1563349655625,0
460,1563349655625,0
461,1563947260444,0
462,1330716635854,0
463,1330608955741,0
464,1330556227147,0
465,1563360549902,0
466,1563349595070,0
467,1563771093934,0
468,1564011577615,0
469,1563998832349,0
470,1564004984784,0
471,1564004984784,0
472,1563998832349,0
473,1564011577615,0
474,1564004984784,0
475,1564011577615,0
476,1563998832349,0
477,1330586556000,0
478,1330012476613,0
479,1330545500470,0
480,1330016642164,0
481,1330007214498,0
482,1330695102863,0
483,1330011083487,0
484,1330003968213,0
485,1330003968213,0
486,1330003968213,0
487,1564054670577,0
488,1564068011214,0
489,1564067261710,0
490,1563348180011,0
491,1563805478918,0
492,1564067099415,0
493,1563348180011,0
494,1564054670577,0
495,1563805478918,0
496,1564067099415,0
497,1563347848087,0
498,1563347848087,0
499,1563347848087,0
500,1564012714411,0
501,1564012714411,0
502,1564012714411,0
503,1563745871732,0
504,1564066667828,0
505,1563350864952,0
506,1563745871732,0
507,1564066667828,0
508,1563350864952,0
509,1563350864952,0
510,1563745871732,0
511,1564066667828,0
512,724063206913,0
513,724039463018,0
514,724023643427,0
515,724039463018,0
516,724023643427,0
517,724039463018,0
518,724063206913,0
519,724023643427,0
520,1563339008420,0
521,1563339008420,0
522,1330645048184,0
523,1330626760472,0
524,1330643118214,0
525,1563348041775,0
526,1563348041775,0
527,1563348041775,0
528,1564017739967,0
529,1564044630159,0
530,1564015879223,0
531,1564044630159,0
532,1564017739967,0
533,1564015879223,0
534,1564015879223,0
535,1564044630159,0
536,1564017739967,0
537,1330018116084,0
538,1330018116084,0
539,1330000481124,0
540,1330000481124,0
541,1330000481124,0
542,1563343433243,0
543,1563343433243,0
544,584057012431,0
545,584056672630,0
546,583339814983,0
547,584049434999,0
548,584057012431,0
549,584056672630,0
550,583339784213,0
551,583339814983,0
552,584049434999,0
553,1330731274651,0
554,1330731274651,0
555,1330018617659,0
556,1330018617659,0
557,1563346805440,0
558,1564030597602,0
559,1563946340674,0
560,1563946340674,0
561,1330666340747,0
562,1330666340747,0
563,1563350271746,0
564,1563843084204,0
565,1564027883432,0
566,1564025729739,0
567,1563348290210,0
568,1563873356882,0
569,1563346877474,0
570,1563346877474,0
571,1563997693960,0
572,1563968530728,0
573,1564063736055,0
574,1564042626738,0
575,1143337677323,0
576,1143996682094,0
577,1143659573434,0
578,1143337677323,0
579,1143996682094,0
580,1143659573434,0
581,1564032531362,0
582,1563340211398,0
583,1563348191787,0
584,1563348191787,0
585,1564032531362,0
586,1563340211398,0
587,1143333497511,0
588,1143969765313,0
589,1143333497511,0
590,1143969765313,0
591,1143333497511,0
592,1143969765313,0
593,1564040347877,0
594,1564045878889,0
595,1564065685613,0
596,1564013190056,0
597,1564013190056,0
598,1564040347877,0
599,1564045878889,0
600,1564065685613,0
601,1330011203766,0
602,1330662225384,0
603,1330662225384,0
604,1564048602953,0
605,1564034641871,0
606,1563337822904,0
607,1563337822904,0
608,1564018848826,0
609,1564034641871,0
610,1564024686891,0
611,1564048156626,0
612,1564056705047,0
613,1564056705047,0
614,1564024686891,0
615,1564048156626,0
616,1330014410132,0
617,1330011003638,0
618,1330011157162,0
619,1330404513566,0
620,1564057454082,0
621,1563347759794,0
622,1564033948642,0
623,1563999151379,0
624,1564033948642,0
625,1563999151379,0
626,1564033948642,0
627,1563999151379,0
628,1564056291634,0
629,1564062842909,0
630,1564054390063,0
631,1564065715492,0
632,1564057016186,0
633,1564054692806,0
634,1564049596928,0
635,1564050951649,0
636,1564050124359,0
637,1563348183681,0
638,1563885425111,0
639,1564053385776,0
640,1563347300970,0
641,1563998515956,0
642,1563347300970,0
643,1564053385776,0
644,1563998515956,0
645,1564050689947,0
646,1564066659901,0
647,1564068072021,0
648,1564066659901,0
649,1564050689947,0
650,1423362565452,0
651,1423363030712,0
652,1423343334016,0
653,1423363030712,0
654,1423343334016,0
655,1423363030712,0
656,1423343334016,0
657,1330637384472,0
658,1330011703251,0
659,1330545714724,0
660,1330732835175,0
661,1330011703251,0
662,1330011703251,0
663,1330732835175,0
664,1330691365731,0
665,1330734339524,0
666,1330706361588,0
667,1330734339524,0
668,1330706361588,0
669,1330691365731,0
670,1330734339524,0
671,1330706361588,0
672,1330691365731,0
673,1330015698260,0
674,1330569951379,0
675,1330730454027,0
676,1330730454027,0
677,1563347776074,0
678,1563979680867,0
679,1190733055792,0
680,1190125137723,0
681,1190733055792,0
682,1190125137723,0
683,1190733055792,0
684,1190125137723,0
685,1330385986692,0
686,1330734263660,0
687,1330017821843,0
688,1330734263660,0
689,1330385986692,0
690,1330734414478,0
691,1330701397554,0
692,1330701407772,0
693,1330001728652,0
694,1330701397554,0
695,1330701407772,0
696,1330001728652,0
697,1564061555067,0
698,1563341079213,0
699,1564061555067,0
700,1563341079213,0
701,1564061555067,0
702,1563341079213,0
703,1330416079274,0
704,1330707957145,0
705,1330733025174,0
706,1330730716056,0
707,1330733025174,0
708,1330730716056,0
709,1330733025174,0
710,1330730716056,0
711,1330733025174,0
712,1330730716056,0
713,304050667011,0
714,304061912548,0
715,304053716304,0
716,304053716304,0
717,304061912548,0
718,304050667011,0
719,1563340721527,0
720,1564043085425,0
721,1563340721527,0
722,1564043085425,0
723,1563340721527,0
724,1564063386760,0
725,1564010771292,0
726,1564063386760,0
727,1564010771292,0
728,1564063386760,0
729,1330676681397,0
730,1330684635074,0
731,1330684635074,0
732,1330676681397,0
733,1564041926979,0
734,1564067266773,0
735,1564050431512,0
736,1564050431512,0
737,1564067266773,0
738,1564041926979,0
739,1144055972941,0
740,1143934075720,0
741,1144055972941,0
742,1144059228540,0
743,1143934075720,0
744,1563335919770,0
745,1563335919770,0
746,1563975959940,0
747,1563335919770,0
748,1563975959940,0
749,1143858979680,0
750,1143732020078,0
751,1143732020078,0
752,1143858979680,0
753,1143335877385,0
754,1144044021827,0
755,1143335877385,0
756,1144044021827,0
757,1144039506276,0
758,1144036008147,0
759,1144039506276,0
760,1144036008147,0
761,304022611708,0
762,304056827277,0
763,304056827277,0
764,304022611708,0
765,304056827277,0
766,304022611708,0
767,304022611708,0
768,304056827277,0
769,1144067732416,0
770,1143337164823,0
771,1143337164823,0
772,1144067732416,0
773,1563334685642,0
774,1563339953039,0
775,1563339953039,0
776,1563334685642,0
777,1563999568331,0
778,1564062416002,0
779,1563336708560,0
780,1563336708560,0
781,1564062416002,0
782,1563346689454,0
783,1563348011262,0
784,1563348011262,0
785,1563346689454,0
786,1564050327429,0
787,1564056765259,0
788,1564050327429,0
789,1564056765259,0
790,1424064971700,0
791,1424001597895,0
792,1424001597895,0
793,1424064971700,0
794,1190733913800,0
795,1190725493619,0
796,1190725493619,0
797,1190725493619,0
798,1564058146889,0
799,1564067248615,0
800,1564058146889,0
801,724037661494,0
802,723952429092,0
803,723952429092,0
804,724037661494,0
805,723952429092,0
806,1330715111371,0
807,1330715111371,0
808,1563350760157,0
809,1563337618427,0
810,1563337618427,0
811,1563350760157,0
812,1564048543103,0
813,1564053791139,0
814,1564049027396,0
815,1564063951786,0
816,1564059015775,0
817,1564068251412,0
818,1564068251412,0
819,1564068251412,0
820,1564027629868,0
821,1564040396830,0
822,1564041807010,0
823,1564022651739,0
824,1330013889731,0
825,1330013889731,0
826,1330715111371,0
827,1330715111371,0
828,1330722684762,0
829,1330732134760,0
830,1330732134760,0
831,1330722684762,0
832,1144033358134,0
833,1143336288511,0
834,1144033358134,0
835,1143336288511,0
836,583337330620,0
837,583337330620,0
838,723992191045,0
839,723564494970,0
840,2053346645221,0
841,1563346387757,0
842,1563346387757,0
843,1563346387757,0
844,1330404513566,0
845,1330011157162,0
846,1563346532713,0
847,1564066568481,0
848,1563353130600,0
849,1330717740326,0
850,1330717740326,0
851,1330717740326,0
852,1330717740326,0
853,1330717740326,0
854,1330733210720,0
855,1330733210720,0
856,1330733210720,0
857,1564061194434,0
858,1564061194434,0
859,1564061194434,0
860,1564032417091,0
861,1564032417091,0
862,1564032417091,0
863,1564061726409,0
864,1564048950783,0
865,1564057161023,0
866,2053346078429,0
867,724055077909,0
868,2053342029501,0
869,1330003165941,0
870,1330003165941,0
871,1330003165941,0
872,1564050689947,0
873,1564066659901,0
874,1563347874881,0
875,1564066568038,0
876,1564066568038,0
877,1564066568038,0
878,1564006425683,0
879,1564006425683,0
880,1564006425683,0
881,1564066568038,0
882,1564066568038,0
883,1564066568038,0
884,1564004488193,0
885,1564004488193,0
886,1330006456303,0
887,1330002124761,0
888,1330733363586,0
889,1330001728652,0
890,1330701397554,0
891,1330701407772,0
892,490677332229,0
893,490677332229,0
894,490677332229,0
895,1563977923559,0
896,1563984095013,0
897,1563963724542,0
898,1143817660251,0
899,1143817660251,0
900,1564054835084,0
901,1564037297258,0
902,2053354168163,0
903,724061313679,0
904,724066520898,0
905,1564063762041,0
906,1564066119142,0
907,1564054398400,0
908,303343028746,0
909,303343028746,0
910,1564013265460,0
911,1564021536452,0
912,1563347997901,0
913,1564047425241,0
914,1563342663260,0
915,1563341223826,0
916,1143858979680,0
917,1143732020078,0
918,1564063900193,0
919,1564038463712,0
920,584063901642,0
921,584063901642,0
922,1143755621908,0
923,1143755621908,0
924,724065021691,0
925,724065021691,0
926,1563724951702,0
927,1563979362495,0
928,1563826394025,0
929,1564064541109,0
930,1143995307814,0
931,1143336095797,0
932,584056049992,0
933,584062605924,0
934,1330003654282,0
935,1330003654282,0
936,1563349521157,0
937,1563349521157,0
938,724061182252,0
939,724061182252,0
940,1144065568081,0
941,1144065568081,0
942,1564058459721,0
943,1564058459721,0
944,1330719310970,0
945,1330001385062,0
946,724063906153,0
947,724041531971,0
948,1563975959940,0
949,1563335919770,0
950,724055077909,0
951,2053346078429,0
952,1330006742358,0
953,1330004416909,0
954,1330008397337,0
955,1330701009764,0
956,1563826394025,0
957,1564064541109,0
958,1330733278751,0
959,1330691266895,0
960,957390247627,0
961,957399550179,0
962,1564066090442,0
963,1564066090442,0
964,1330000324426,0
965,1330004367862,0
966,1144047196208,0
967,1143336520697,0
968,1564031956193,0
969,1564061489365,0
970,583340834839,0
971,584064583827,0
972,1144010279405,0
973,1143341429321,0
974,1330714271721,0
975,1330724785203,0
976,1330711192689,0
977,1563858495150,0
978,1563340318533,0
979,1330031321110,0
980,1330018617659,0
981,1564010286654,0
982,1330633458914,0
983,1563348651162,0
984,1330570645394,0
985,1563349058369,0
986,1563344816275,0
987,1330693614359,0
988,1563347917936,0
989,1563347917936,0
990,1563347776074,0
991,1423603951856,0
992,1423880641115,0
993,1330015603585,0
994,1563946511407,0
995,1330707525847,0
996,1563986367169,0
997,1563916982537,0
998,1330480312788,0
999,1330017110699,0
1000,1330648996763,0
1001,1330011173633,0
1002,1563347718219,0
1003,1563344881336,0
1004,1563929980468,0
1005,1330014417804,0
1006,1563343433243,0
1007,1330729789937,0
1008,724067342875,0
1009,1423491092051,0
1010,1143817660251,0
1011,724065426672,0
1012,1564059281773,0
1013,1330004345523,0
1014,1190135953496,0
1015,1563930419200,0
1016,1564026929614,0
1017,1564061890092,0
1018,1564066953150,0
1019,1564026929614,0
1020,957170936694,0
1021,1564026929614,0
1022,1330727476299,0
1023,1564052162493,0
1024,1330729789937,0
1025,1144066071680,0
1026,1564067132698,0
1027,1330606397365,0
1028,1564026988694,0
1029,1330722127749,0
1030,1330704296273,0
1031,1330730252495,0
1032,1330704476495,0
1033,1144066269164,0
1034,584048342815,0
1035,1330730002590,0
1036,1564065158455,0
1037,1143341337310,0
1038,584067306566,0
1039,1563344646210,0
1040,1144063554897,0
1041,1143336019270,0
1042,956812939646,0
1043,1563353130600,0
1044,1564049003661,0
1045,1330654402973,0
1046,1330734283664,0
1047,1330465021802,0
1048,1330672106330,0
1049,1330672106330,0
1050,1330710448314,0
1051,1563347286123,0
1052,1330710448314,0
1053,1563943977661,0
1054,1564037806608,0
1055,1564057168506,0
1056,1143961414495,0
1057,1564022646256,0
1058,1330672106330,0
1059,957395492354,0
1060,1330732758635,0
1061,957346483258,0
1062,1330732502206,0
1063,1564066095830,0
1064,1564064631910,0
1065,1564053359229,0
1066,1564049877768,0
1067,1564066106673,0
1068,1564058575970,0
1069,1564064560191,0
1070,1564064568213,0
1071,1564064562130,0
1072,1564054149574,0
1073,1564063206349,0
1074,1564052770772,0
1075,1564064631910,0
1076,1564054149574,0
1077,1564055508873,0
1078,1564055954034,0
1079,1564056037110,0
1080,1564064568213,0
1081,1564049877768,0
1082,1564066230393,0
1083,1564054393489,0
1084,1564056365827,0
1085,1564053359229,0
1086,1564058445054,0
1087,1564056796967,0
1088,1564066095830,0
1089,1564055552070,0
1090,1564055801046,0
1091,1564055964618,0
1092,1564056569782,0
1093,1564066106673,0
1094,1564063206349,0
1095,1564058575970,0
1096,1564063206349,0
1097,1564064599514,0
1098,1564056037110,0
1099,1564058445054,0
1100,1564056796967,0
1101,1564055552070,0
1102,1564064568213,0
1103,1564049877768,0
1104,1564066095830,0
1105,1564052770772,0
1106,1564056365827,0
1107,1564064562130,0
1108,1564064631910,0
1109,1564064560191,0
1110,1564055801046,0
1111,1564053359229,0
1112,1564055954034,0
1113,1564066230393,0
1114,1564058575970,0
1115,1564056569782,0
1116,1564055964618,0
1117,1564054393489,0
1118,1564055552070,0
1119,1564055801046,0
1120,1564056796967,0
1121,1564055964618,0
1122,1564052770772,0
1123,1564049877768,0
1124,1564058445054,0
1125,1564064562130,0
1126,1564056037110,0
1127,1564055954034,0
1128,1564054393489,0
1129,1564066095830,0
1130,1564058575970,0
1131,1564064560191,0
1132,1564055508873,0
1133,1564064568213,0
1134,1564056569782,0
1135,1564067797593,0
1136,1564066106673,0
1137,1564064631910,0
1138,1564056365827,0
1139,1564054149574,0
1140,1564063206349,0
1141,1564066230393,0
1142,1564054393489,0
1143,1564055954034,0
1144,1564055508873,0
1145,1564053359229,0
1146,1564052770772,0
1147,1564056037110,0
1148,1564064562130,0
1149,1564056569782,0
1150,1564066095830,0
1151,1564064568213,0
1152,1564049877768,0
1153,1564056365827,0
1154,1564055552070,0
1155,1564066106673,0
1156,1564064560191,0
1157,1564064631910,0
1158,1564058445054,0
1159,1564064911880,0
1160,1564058575970,0
1161,1564055964618,0
1162,1564064599514,0
1163,1564056796967,0
1164,1564055801046,0
1165,1564063206349,0
1166,1564054149574,0
1167,1563347419083,0
1168,1563964071215,0
1169,1563972803771,0
1170,1563348772372,0
1171,1563347965183,0
1172,1563347965183,0
1173,1563348772372,0
1174,1563972803771,0
1175,1563964071215,0
1176,1563347419083,0
1177,1563972803771,0
1178,1563347419083,0
1179,1563347965183,0
1180,1563348772372,0
1181,1563964071215,0
1182,1563348131473,0
1183,1563889471237,0
1184,1563345266256,0
1185,1563931599129,0
1186,1563931599129,0
1187,1563889471237,0
1188,1563886127778,0
1189,1563345266256,0
1190,1563886127778,0
1191,1563931599129,0
1192,1563345266256,0
1193,1563889471237,0
1194,1563962942360,0
1195,1564008391822,0
1196,1564049843792,0
1197,1564049843792,0
1198,1564008391822,0
1199,1563962942360,0
1200,1564008391822,0
1201,1564049843792,0
1202,1564037092167,0
1203,1563981773344,0
1204,1564004024786,0
1205,1563347766033,0
1206,1563346560797,0
1207,1563975852931,0
1208,1563346407347,0
1209,1563348331211,0
1210,1563975852931,0
1211,1564037092167,0
1212,1563346407347,0
1213,1563346560797,0
1214,1564004024786,0
1215,1563981773344,0
1216,1563740538117,0
1217,1564043284356,0
1218,1564066239901,0
1219,1563349771153,0
1220,1564033664589,0
1221,1563963884352,0
1222,1563963884352,0
1223,1563740538117,0
1224,1564033664589,0
1225,1564066239901,0
1226,1563348930231,0
1227,1563927341258,0
1228,1564063702614,0
1229,1564045616627,0
1230,1564064565630,0
1231,1563826728263,0
1232,1564045616627,0
1233,1563826728263,0
1234,1563927341258,0
1235,1563348930231,0
1236,1564063702614,0
1237,1564064565630,0
1238,1564065139914,0
1239,1563348928988,0
1240,1563347991083,0
1241,1563348899499,0
1242,1563346624709,0
1243,1563736160322,0
1244,1563347991083,0
1245,1563348928988,0
1246,1564065139914,0
1247,1564062862138,0
1248,1563736160322,0
1249,1563346624709,0
1250,1330022429078,0
1251,1330716881888,0
1252,1330603404694,0
1253,1330659238379,0
1254,1330022429078,0
1255,1330619824405,0
1256,1330532124455,0
1257,1330730219539,0
1258,1330013553780,0
1259,1330575742024,0
1260,1330013407191,0
1261,1563345546140,0
1262,1563764082463,0
1263,1564044102821,0
1264,1564025851980,0
1265,1564044102821,0
1266,1563764082463,0
1267,1563345546140,0
1268,1564025851980,0
1269,1564030424121,0
1270,1563829649351,0
1271,1563334020782,0
1272,1564030424121,0
1273,1563829649351,0
1274,1564030424121,0
1275,1563829649351,0
1276,1330569352718,0
1277,1330014134960,0
1278,1330014447617,0
1279,1330569352718,0
1280,1330447115676,0
1281,1330014447617,0
1282,1330014134960,0
1283,1330569352718,0
1284,1330447115676,0
1285,1330014134960,0
1286,1330014447617,0
1287,1330570648439,0
1288,1330716799080,0
1289,1330519261521,0
1290,1330001963390,0
1291,1330444748119,0
1292,1330532881251,0
1293,1330519261521,0
1294,1330001963390,0
1295,1330716799080,0
1296,1330444748119,0
1297,1330570648439,0
1298,1563918818641,0
1299,1563356971248,0
1300,1564041222681,0
1301,1564040792288,0
1302,1563346737108,0
1303,1564040792288,0
1304,1563346737108,0
1305,1564041222681,0
1306,1563918818641,0
1307,1330015407968,0
1308,1330735172571,0
1309,1330727535085,0
1310,1330015407968,0
1311,1330727535085,0
1312,1330727535085,0
1313,1330015407968,0
1314,1563360549902,0
1315,1563349595070,0
1316,1563771093934,0
1317,1563360549902,0
1318,1563771093934,0
1319,1563360549902,0
1320,1563349595070,0
1321,1563771093934,0
1322,1330683807175,0
1323,1330683807175,0
1324,1330683807175,0
1325,1330015793638,0
1326,1330014443545,0
1327,1330016162202,0
1328,1330007039760,0
1329,1330014443545,0
1330,1330016162202,0
1331,1330015793638,0
1332,1330007039760,0
1333,1564066182903,0
1334,1563348725544,0
1335,1563861293313,0
1336,1563348725544,0
1337,1564066182903,0
1338,1563861293313,0
1339,1330734076564,0
1340,1330734076564,0
1341,1330018791201,0
1342,1330018791201,0
1343,1330734076564,0
1344,1330018791201,0
1345,1563964837057,0
1346,1564026290687,0
1347,1563964837057,0
1348,1564026290687,0
1349,1564060013219,0
1350,1564026290687,0
1351,1563346959258,0
1352,1563350855441,0
1353,1563350855441,0
1354,1563346959258,0
1355,1563884541193,0
1356,1563884541193,0
1357,1563350855441,0
1358,1563346959258,0
1359,1564015010719,0
1360,1563342118452,0
1361,1563342118452,0
1362,1564015010719,0
1363,1564015010719,0
1364,1563342118452,0
1365,1564032599355,0
1366,1564022651739,0
1367,1564041807010,0
1368,1564040396830,0
1369,1564036988616,0
